series,season,number,title,director,writer,air_date,description
I Dream of Jeannie,5,12,"My Sister, the Home Wrecker",Claudio Guzman,James Henerson,1969-12-09,"Jeannie II reads about Jeannie's and Tony's wedding and redoubles her efforts to get Tony for herself. She finds out that Jeannie has been invited to a party welcoming Major Biff Jellico (Michael Ansara), who's returning to the space program after a long absence. Jeannie II disguises herself as Jeannie and passionately kisses Jellico in full view of the Bellowses in order to stir up trouble between the Nelsons. The next night Jellico arrives at the Nelsons' to fetch the woman he'd kissed for a date, but discovers Jeannie is Tony's wife. Now Jeannie must prove she didn't kiss Jellico at the Bellowses' party and stop her sister before she causes more damage.

Guest star: Farrah Fawcett as Tina/Cindy (the character is called ""Tina"" in the show but listed as ""Cindy"" in the credits)."
I Dream of Jeannie,5,13,"Jeannie, the Matchmaker",Claudio Guzman,"Don Richman, Bill Daily",1969-12-16,"Tony and Jeannie play matchmaker for single Roger, neither knowing what the other is up to. Tony tries to match him with General Schaeffer's niece, Patricia (Janis Hansen), who's not the shy, demur girl the General thinks. For her part, Jeannie tries a computer dating service, where the woman who runs the service (Elaine Giftos) selects herself for the match. Both women show up at the bar where Roger's waiting, but he knows nothing of the set-up. Not knowing who Patricia is, Jeannie blinks up a Mickey Finn to knock Patricia out so Roger will be available for her own choice for him. But both women drink the concoction and Tony and Roger have their hands full with two unconscious women, the Bellowses and the General when the latter show up at the bar too. The wheels really come off when the whole crowd shows up later at the Nelsons'."
I Dream of Jeannie,5,14,Never Put a Genie on a Budget,Oscar Rudolph,Sidney Sheldon,1969-12-30,"Jeannie gets arrested for attempting to charge merchandise without a charge account. Tony must pay for the stuff she's taken, which he cannot afford, and tries to rein in Jeannie's spending by putting her on a budget. Tony has also been ordered to entertain the visiting Russian cosmonaut Maj. Gregorian (Noam Pitlik) for dinner. But Jeannie goes overboard with frugality, and serves a minuscule meal, along with stale bread, then introduces a young couple (Larry Bishop and Maggie Thrett) she's taken in as boarders. Witnessing the apparent budget constraints of the Nelsons, Gregorian concludes American astronauts are paupers and the space program is on a shoestring. Unhappy about Gregorian's impressions, Dr. Bellows gives Tony another chance to impress the VIP visitor. 

Stafford Repp appears as Lt. Morgan."
I Dream of Jeannie,5,15,Please Don't Give My Genie No More Wine,Jon Anderson,James Henerson,1970-01-06,"When Tony forgets to bring a gift to a dinner party at the Bellowses, Jeannie blinks up a bottle of 400-year old Persian wine. The Bellowses love the wine but become invisible upon drinking it, though somehow they can still see each other. Worse yet, a congressman is set to arrive after their dinner. Tony calls Roger to have him delay the congressman so he and Jeannie can sober up the Bellowses, hoping they'll become visible again before the congressman arrives. Roger irritates the congressman with his delay tactics and eventually runs out of ideas.

Guest Star: Alan Oppenheimer as Congressman Farragut"
I Dream of Jeannie,5,16,One of Our Hotels is Growing,Jerry Bernstein,Robert Rodgers,1970-01-13,"Tony and Jeannie go on honeymoon, accompanied by the Bellowses and Roger, who want an ordinary holiday. Since there are no rooms available at their hotel of choice, which is 12 stories high, Jeannie blinks up a 13th floor. She is forced to blink it in and out to stop the Bellowses and the hotel staff (Marvin Kaplan and Ned Wertimer) from finding out what's happened. Meanwhile, Roger, Tony and Jeannie conspire to keep the Bellowses in their hotel room for the entire vacation."
I Dream of Jeannie,5,17,The Solid Gold Jeannie,Jerry Bernstein,Joanna Lee,1970-01-20,"Tony, Commander Wingate (Robert Hogan) and Roger are confined to an isolation chamber for 21 days after a trip to the Moon. When Jeannie comes to visit she ignores the chamber boundaries and blinks herself inside to greet Tony. Jeannie must remain in the chamber now too since she may have been contaminated by contact with the crew, and must also play cat and mouse, hiding from Wingate, and eventually, the Bellowses and a decontamination crew. She blinks herself down to the size of a small gold statue that's in the chamber but Wingate suspects something is amiss. Shirley Bonne appears as Sally Wingate. 
Guest star: Bill McKinney as Crewman #1

Note:  Astronauts were actually housed in a Mobile Quarantine Facility, which was placed aboard the recovery ship. Mobile Quarantine Facilities became unnecessary after Apollo 14."
I Dream of Jeannie,5,18,Mrs. Djinn-Djinn,Russ Mayberry,"Richard Bensfield, Perry Grant",1970-02-03,"Djinn-Djinn arrives for a visit but this time he brings his mate with him, who is pregnant. A misunderstanding causes Roger to think Jeannie, not Djinn-Djinn, is expecting, and he tells Tony. Tony rushes home only to find out that he's not the one about to become a father. Meanwhile, Roger blabs to the NASA staff that Jeannie is pregnant and soon Dr. Bellows and General Schaeffer are planning a surprise baby shower. When the guests show up, Jeannie, Tony and Roger not only must prepare to receive a litter of magic puppies, but must keep Djinn-Djinn away from the officers to avoid a host of shredded Air Force uniforms."
I Dream of Jeannie,5,19,Jeannie and the Curious Kid,Claudio Guzman,"Richard Bensfield, Perry Grant",1970-02-10,"While spending the day at the Nelsons' house, Mrs. Bellows's nephew Melvin (Michael Barbera) witnesses Jeannie coming out of her bottle. He then steals the bottle after seeing Jeannie return to it. After Tony discovers Jeannie's missing, Dr. Bellows phones him and tells him the bottle is in his possession and that Tony can collect it the following morning. Meanwhile, Melvin transfers Jeannie to another bottle. Tony and Roger break into the Bellowses' house to get the bottle and muddle through the requisite mishaps."
I Dream of Jeannie,5,20,"Jeannie, the Recording Secretary",Claudio Guzman,James Henerson,1970-02-24,"Jeanie is nominated as the recording secretary of the officers' wives' association, which is about to give their first annual ""good husband"" award. The other wives show up at the Nelsons' wanting to interview Tony for the award, but he's away on a mission. They conclude that he must not be a good husband since he is away in the evening when they arrive. Jeannie desperately wants Tony to get the award so she blinks him back. But Tony and Roger have just taken sleeping pills so Jeannie has to make Tony check all the ""good husband"" boxes despite being asleep. She has to blink him back and forth each time the wives want to interview him, but each time he's under the influence of the sleeping pills."
I Dream of Jeannie,5,21,"Help, Help, a Shark",Claudio Guzman,James Henerson,1970-03-03,"Tony is denied a vacation Jeannie has her heart set on after he involuntarily yelps (having spotted a tiny Jeannie in his coat pocket) just as Gen. Schaeffer is about to take a billiards shot. Schaeffer misses, ruining his first ever win against his old foe, Gen. Charles Fitzhugh (Jim Backus). Tony manages to convince Fitzhugh to play another match with Schaeffer, but he accidentally slams a door on Schaeffer's hand when a sudden appearance by Jeannie distracts him. Dr. Bellows then gets Fitzhugh to play Tony instead. With Jeannie's help, Tony is set to win the game, but this time Jeannie makes Gen. Schaffer yelp, causing Tony to miss the winning shot."
I Dream of Jeannie,5,22,"Eternally Yours, Jeannie",Joseph Goodson,James Henerson,1970-03-17,"Tony gets a letter from his old high school sweetheart Bonnie (Toian Matchinga), saying she is going to pay him a visit. Jeannie reads the letter, gets jealous and makes her appearance identical to the girl's in order to test Tony, but Tony witnesses her do it. Just after, and unbeknownst to Tony, Jeannie (appearing to be Bonnie) has been cornered by Roger, who, thinking she's the very attractive Bonnie, pulls her into his office and tries to get cozy. Meanwhile, the real Bonnie appears at the base and heads to Tony's office. Tony, thinking the real Bonnie is Jeannie posing, makes a pass at her, intending to teach Jeannie a lesson. But Bonnie is married to jealous, ex-football player Moose Murphy (Denny Miller), who comes after Tony when he learns of the majors' attentions to his wife."
I Dream of Jeannie,5,23,An Astronaut in Sheep's Clothing,Bruce Kessler,James Henerson,1970-03-24,"After Jeannie blinks Tony a drum major's uniform for a six-month wedding anniversary, he drops a hint that he'd value a hand-made gift more than a blinked one, and takes the opportunity to praise the less-than-perfect sweater knitted for one of his colleagues by his wife. Jeannie takes the hint but goes straight to the source and tries to raise a goat for its cashmere, which she must hide from Tony, who's become suspicious. But Jeannie's not the only one hiding an anniversary surprise."
I Dream of Jeannie,5,24,Hurricane Jeannie,Claudio Guzman,James Henerson,1970-04-28,"A hurricane traps Tony, Jeannie, Roger and Dr. Bellows overnight in the Nelsons' house. The doctor is amazed that the Nelson phone is the only one still working, and that dinner has been cooked by an electric stove with no electricity. When an eavesdropping Dr. Bellows sees Jeannie perform several acts of magic, Tony finally confesses that he married a genie in a bottle. But the situation is not quite what it appears.

Note:  This was both the very last episode actually filmed and was intended to air as the series finale. However, the final two episodes were pre-empted, thus shuffling their broadcast dates to follow this episode."
I Dream of Jeannie,5,25,One Jeannie Beats Four of a Kind,Michael Ansara,"Perry Grant, Richard Bensfield",1970-05-19,"General Schaeffer tells Major Healey of a card shark fleecing men at NASA. Dr. Bellows and the General joke that Tony is the card shark after he beats Roger, the General, Dr. Bellows and their guest, state Senator Martino (Herbert Rudley), in a poker game. The next poker night finds sore loser Roger earning all the winnings, with Jeannie's help. In a third round, Jeannie blinks up a magic chair whose occupant will win, intending it for General Schaeffer, who's displeased about his recent losses. But Martino is in fact the card shark they seek, and he must now explain to ""The Boss"" why he keeps losing, despite his cheating. His losing streak gets worse as Jeannie blinks up tricks that expose him at the last game.

Guest star: Walter Burke as The Boss"
